id,text,stereotype_a1
s_1064,"- ¡Baltasar, vuelve a la carroza! ¿Melchor, le has dado la pastilla?",0
s_3410,Si estás en contra de regular la inmigración ilegal puedes poner aquí tus datos postales y nº de habitaciones que quieres dedicar a la acogida en tu casa. Eres libre de hacerlo 👍,0
s_3854,"Mijas pone en marcha la campaña 'No estás sola', de ayuda a mujeres extranjeras víctimas de violencia de género | URL URL",0
s_2254,"Seguimos a la cabeza del paro juvenil, y sin embargo tenemos mejores datos de paro que en 2008... Lo que quiere decir que es un problema endémico que ningún gobierno desde entonces ha conseguido arreglar. De momento, los datos apuntan a que éste puede hacer algo al respecto.",0
s_3774,"Los extranjeros cometen agresiones sexuales 6 veces más que los españoles.

Las mujeres son víctimas mortales dentro de la pareja 5 veces más que los hombres, y por eso tenemos (dicen) ley de violencia de género.

¡Ley contra extranjeros violadores ya!

#sarcasmo

Saludos.",1
s_647,Basta con no dejar entrar a esos inmigrantes ilegales. Espero que tus abuelos o tú mismo tengan una pensión después de haberse dejado la piel trabajando toda una vida para que al final todo lo que han pagado al estado en lo que se incluye la sanidad sea para otros por la cara,1
s_1703,Pregunté hace días y me dijeron que era en Brasil . Si tenéis info de en qué centro es sería genial,0
s_1100,Eso es porque este año no le han llamado para ser Baltasar,0
s_3224,"Sin mucho menos justificar lo que han hecho, la cantidad por la que condenan a Bárcenas, no hubiera sido suficiente para una noche de putas y cocaina en Andalucía.
Periodistas de medio pelo",0
s_3548,"Ahora son ""migrantes irregulares"" lo de inmigrantes por lo visto es de fascistas 🤦🏻‍♂️",0
s_3793,Entonces cual? Creía que la sabías.,0
s_61,"Venimos padeciendo en consultas, urgencias y hospitales públicos de toda España, falta de médicos, enfermeras, ambulancias, quirofanos, camas, además meses de espera para pruebas médicas, operaciones y rehabilitación. Ahora la sanidad pública que tendremos será tercermundista.",0
s_122,"Le ha faltado especificar todos esos derechos.
Por cada derecho: 100.000 votos.
c.c. @user @user",1
s_2080,"7,8,9 y 10. Aplicar políticas de izquierdas y que el PSOE haya gobernado.
Si en España no hubieran gobernado las izquierdas hay tendríamos un paro estructural del 5%, lo triste es que aún viendo que el PSOE siempre a creado paro siempre hay bobos que los votan. URL",0
s_113,"Se paga con los impuestos de todos los españoles? Parece, por la información dais que lo abona Sánchez. Será que lo abonamos con los impuestos",0
s_282,Pero estamos a un paso de que los españoles no recibamos asistencia  en la sanidad pública si nos desplazamos fuera de nuestra comunidad autónoma,0
s_3147,El PP pide a Sánchez que asuma su responsabilidad por los ERES. Jaque mate.,0
s_3751,"Qué burros sois de verdad… ES EVIDENTE QUE estando en ESPAÑA va a haber ESPAÑOLES que delincan, por pura estadística. El problema lo tienes cuando el 10% de tu población es extranjera y comete el 30% de los delitos. Pensad un poco, cojones.",1
s_353,"El Psoe ha anunciado hoy en el Congreso que recuperará la #SanidadUniversal y obligará a los españoles a pagar la sanidad a los inmigrantes ilegales, y convertir otra vez España en un paraíso sanitario.",1
s_727,No debería haber ni un inmigrante ilegal,1
s_3817,"Pork un 12 % de la población. Los extranjeros o sus hijos cometen la mitad de los delitos en España.
De ayudas públicas mejor ya ni hablar",1
s_2981,Explícame dónde está la demagogia y pensaré si me hago daño o no,0
s_1103,En un país democrático el no estaría dónde está.,0
s_979,"Por tierra,mar o aire puedes elegir como largarte y aún soy generosa que no te pido que te vayas como entraste en PATERA",1
s_1822,"Lo malo no es que vd. nos tome por imbéciles, que también.

Lo realmente malo es que muchos lo son de verdad.

Y se creerán que lo que dice es cierto.",0
s_318,La agresividad es la de los INMIGRANTES ILEGALES Q HAN HERIDO A LA @user ESPAÑOLA,1
s_3176,"El voto fue legal, lo de saltarse la Constitución es ILEGAL.
Si a estas alturas hay que explicar eso.. sólo pido que cuando os quiten todos vuestros derechos yo lo pueda disfrutar.",0
s_1436,"Yo quiero que haya diputados españoles en Senegal que les digan a los senegaleses lo que tienen que opinar, jajajaja.",0
s_668,"#HoyDebateARV
#DebateElectoral
#Debate10N
Quitar el copago?
Sanidad universal?
Salud bucodental?
Todo esto sólo favorece a los inmigrantes,en la mayoría ILEGALES, y en la mayoría MOROS.
Y los españoles A PAGAR!
MÁRCHESE SR. @user !
Dr.cum fraude!",1
s_553,"Conoce la realidad de cerca, hablas de la migración humana muy a la ligera. Contacta con los Jesuitas que atienden en Nador, las Hermanas de la Caridad y las Franciscanas que atienden inmigrantes en Marruecos... quizás no cambies de opinión pero no dirás cosas tan a la ligera...",0
s_2594,Que raro. Y donde es eso? Porque el índice de negocios cerrados ha crecido increíblemente por dónde camines hay carteles de se traspasa se alquila o se vende. 🤔  en donde están esas 20 millones de personas ocupadas? Porque según tengo entendido los erte se extendieron unos meses,0
s_3887,Por LegalToday: Luciana Torrents se centra en los derechos laborales y de extranjería de las mujeres víctimas de #Violenciadegénero URL,0
s_3502,Se están cargando nuestras jubilaciones y todo lo que nuestros  mayores habían  conseguido... Trabajar para que los emigrantes viva y nosotros  a malvivir por todos los gobiernos que tenemos,1
s_3939,"Son datos falsos y lo admite. También hay que corraborar las fuentes que le llegan, por si son falsas o partidistas antes de hablar. Ahora se que por lo que me ha demostrado el líder de VOX les da igual de donde vengan.",0
s_411,"Hay listas de espera indefinidas, no hay suficientes médicos y la solución es dar sanidad gratis a todo el que venga. Acojonante.",0
s_2176,Porque la dignidad y el respeto de los desempleados te importa un huevo ¿no?,0
s_2293,"Aquí no se reduce gasto publico de aumenta diariamente, con una tasa de paro del 14 % España tiene 50 provincias 35 de ellas tienen más pensionistas que trabajadores en activo, eso es insostenible",0
s_2048,"Buena noticia a medias Yolanda...todavía millones de es@s ocupad@s trabajan en precario y muy bajos salarialmente, a seguir trabajando para conseguir el objetivo💪💪✊✊🤝🤝",0
s_316,"La familias desfavorecidas becadas, los inmigrantes ilegales a gastos pagados. ¿tu te estas escuchando?",1
s_1478,Tira a África a dar por culo hijo de p...,1
s_3415,que soberania??? bien sabes que se vendio hace decadas BOCAZAS,0
s_2099,"Y si te sientas en un bar y le dices al camarero: ""tengo hambre pero no tengo dinero, me pones unas bravas, por favor?"" Te atenderá pero no te servirá unas bravas y seguramente te respondera algo como:
URL
Lo siento no lo he encontrado en castellano",0
s_52,"Ya estamos hartos de este cuento. Siempre igual, llega la izquierda comunista y regala nuestro dinero.",0
s_4222,Y aquí el culpable ¿para cuando un jucio sumarísimo? URL,0
s_1359,Este gilipollas no sabe que hay un rey negro ???,0
s_1510,Hay que prescindir de gentuza como él,0
s_1721,Vídeo de un centro educativo para emigrantes menores de edad que entran ilegalmente en España. URL,1
s_3084,Que eres mu tonta y ya está,0
s_1811,"Qué datos maneja la vicepayasa. En el 2010, ultimo año deZP, el paro llegó al 20%. En el 2018 con Rajoy, el paro estaba en el 12,9 y bajando. Ahora la pedorra esta dice que es una buena noticia un 14% de paro porque era el de 2008. Sabe que en el 2007 el paro era del 8%?",0
s_51,"Oscuridad para tu casa y luz para los de fuera, socialismo populismo y chavismo,  la misma mierda.",0
s_1552,El que no tienes cabida eres TÚ,0
s_2796,"El  número  de  ocupados  en  el  tercer  trimestre  de  2008  se  sitúa  en  20.346.300. La  tasa  de  actividad  se  sitúa  en  el  59,95%
El  número  de  parados  aumenta  en  217.200 se  sitúa  en  2.598.800.  La  tasa  de  desempleo  sube hasta  el  11,33%
Datos del 2008.",0
s_253,"🔥 #EXCLUSIVA Los españoles, estarán obligados por Ley a pagar la Sanidad de los inmigrantes ilegales
URL",1
s_593,"Y dale con que la Comunitat Valenciana es rica. Nuestra renta per capita es 12 puntos inferior a la media de España. Es decir, somos un territorio empobrecido. Estaría bien dejarnos de mitos alimentados en el pasado con ""Ferraris"" y nos centramos en los hechos. @user",0
s_3601,"Bueno un pacto no ratificado por EEUU, Rusia, China, Brasil, entre otros... se ha descolgado como la mitad de la población mundial.",0
s_1745,"Me acaban de mandar esto por WhatsApp, tela marinera:
👌 Te mando un vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en España.
Te ruego que lo difundas para que España se entere, de una vez como nos agradecen que los acojamos. URL",1
s_1730,"Publico un vídeo de un centro educativo para los emigrantes menores de edad que entran ilegalmente en España.
Os ruego que lo difundais (antes de que lo eliminen) para que España se entere, de una vez como nos agradecen que los acojamos.🤨 URL",1
s_1062,"Tiene razón es un país democrático, por tanto ya te estás largando que aquí no pintas nada",1
s_2813,Entonces los que no te gustan son los moretes ?,0
s_3019,"El número de empleados públicos debería aumentar sustancialmente, puesto que España se encuentra por debajo de la media de la OCDE. Noruega, por ejemplo, tiene el doble de empleados públicos que España.",0
s_3767,"El aumento de la criminalidad se viene por la moda de ser ""calle"", son personas de aquí más que de otros lados, sólo que se da voz a los actos llevados a cabo por extranjeros ya que es lo que interesa políticamente hablando.",0
s_982,¿Racista? Los Reyes Magos no son racistas pero este pavo sí es un delincuente,0
s_3929,"Tienes razón, en estos 4 años las violaciones cometidas por inmigrantes se han reducido.",0
s_1541,"Primero que este señor pague la cuota de autónomo... y Segundo debería quejarse toda la gente que tiene barba y escogen de Melchor y Gaspar a gente que no tiene y se la ponen postiza, ¿Racismo contra los barbudos? 🤣🤣🤣",0
s_1985,"Tener un paro estructural del 16% es una salvajada ¿Sabes que significa esto?   Yoli poli esconde los millones de trabajadores en ERTE y éstos cobran del estado por lo que son cómo si estuvieran en paro, si las empresas pueden no irán al paro pero eso está por ver",0
s_1046,Que se vaya a t^m^r por c^l^ el mmg este.,0
s_1194,Si no le gusta que coja la puerta y se vaya,1
s_3650,"Cuantos son los que apoyan a la emigración, tienen acogidos en sus domicilios",0
s_264,"Estoy hasta los mismísimos cojones de pagar autónomos e impuestos, para que se beneficie tod@ el mundo, cotice, no cotice o lleve un año cotizando. Tod@s no podemos tener los mismos derechos al igual que no tienen las mismas obligaciones, ya está bien, que parecemos jilipollas.",0
s_1343,Lo que no se es para que se le da publicidad al mier✓a seca este. Es que ni retweteo,0
s_1469,"Que no quiera chantajearnos con la ""democracia"" y el ""racismo"" porque ya estamos hasta las bolas de que nos dicten lo que tenemos y no tenemos que hacer. Si él no tiene esa tradición que no fastidie a los demás.",1
s_3236,"España es el ÚNICO PAÍS EUROPEO que firmará el Pacto para la Inmigración el 11 de Diciembre de 2018 en Marrakech, y en el que se compromete a aceptar y mantener a todos los inmigrantes ilegales que entren en el país. Pedro Sánchez, lo firmará a espalda de los españoles.",1
s_1437,Racista es quien afirma ese racismo jajaja,0
s_2007,"Me pasas una gráfica que acaba en el 2017. Que en España nos den un paro estructural del 16% es una aberración, ninguna sociedad puede sobrevivir con semejante paro estructural. Lo importante es que todos los países de nuestro alrededor tienen mucho menos paro ¿Porque?",0
s_512,"Sí que los pido porque las personas migrantes que viven en España están pagando al sistema sanitario mediante el IVA. Sí ellos aportan pero luego no tienen asistencia, les estamos robando o al menos aprovechándonos.",1
s_4201,"Es muy serio lo que pasa, un dia  se darán cuenta ya sera tarde",0
s_2971,"Bueno, he tenido amigos que han vivido allí, saben lo que es pagar 2500$ por un análisis de sangre, saben lo que es tener amigos suyos con 30 años hipotecados de por vida por una operación de cáncer.

Vamos, creo que eres tú el que no tienes ni puta idea, y menos de economía.",0
s_359,"Los mimbres de la Sanidad Universal: ""poco dinero, poco personal – y achicharrao -, un diseño obsoleto y una sempiterna tendencia a utilizar el Sistema Sanitario como propaganda política""
Por @user vía @user
LINK: URL
@user URL",0
s_3256,"Es debilitar y destruir la cultura occidental ( familia, nacionalidad, valores, identidad).",1
s_2870,"x un lado es una recuperación debida al ""fin"" de la crisis Covid, no ha ninguna medida q se haya adoptado.
Y x otro se te olvida comentar la calidad de estos empleos: temporalidad, sector, sueldos.
A estas alturas me sorprende q haya gente q compre estos discursos de la mentira.",0
s_3672,"Que bulo ya es cuestión de lógica, ¿como va a ser un pacto?, si solo lo firma un país",0
s_3504,"1) El pacto HABLA sobre detener la inmigración ilegal y cómo.
2) Si al obrero le bajan las condiciones laborales no es culpa del inmigrante, es culpa de su jefe.",0
s_2078,"nada figura, el paro ha bajado solo, la pregunta es, q hacían los super-ministros anteriores? trabajar para subirlo, verdad?

o es q tu argumento no tiene pies ni cabeza?
😉",0
s_2062,"Malvados es decir poco,una oposición k siempre pone palos en las ruedas para k el gobierno no triunfe aunke sea bueno para los ciudadanos,lo unico k kieren es el poder y les da igual como,traicionan,mienten,manipulan,amparados por un poder en la sombra k es conservador",0
s_2434,"Esos datos están falseados por los ERTEs, por la época de la hostelería que intenta recuperarse alargando la temporada de verano y el fin de la pandemia que ha permitido reabrir negocios, sumado al aumento de contratos públicos. Pero vamos, que ojalá fuera verdad.",0
s_298,Eres un ignorante,0
s_662,"Y por ello hay que estar orgulloso no sentirse un tonto. Los seres humanos no valen unos más que otros. Si tenemos suerte de nacer donde hemos nacido, por compartir con los que no la han tenido debería hacernos sentir orgullosos.",0
s_528,"Todo esto lo pagamos los españoles a través de un sistema confiscatorio de recaudación fiscal.

La mayoría de los españoles también nos vamos a quedar sin hogar en los próximos 4 o 5 años.

Los inmigrantes ilegales tienen más derechos que los españoles y estamos HARTOS!",1
s_1468,Este negrito que coño dice.. Siempre tocando los huevos con tonterías🥱 es un método para que se hable de él o es así de lelo?,0
s_3259,"No solo roban y algunos violan. Curiosamente las féminazis no protestan cuando es un inmigrante. Después los comerciantes aguantan a los manteros , competencia desleal. Y los ayuntamientos defendiendo a los ilegales. Ahora tu, no pagues a hacienda!!",1
s_2094,"Sabes bien que la burbuja immoviliaria  y los altos ingresos del sector turismo no casan bien con crisis globales o cierre de fronteras.

Y se ha gestionado mal lacrisis del covid? Tenemos el mayor % de vacunacion de Europa, hemos estado en la media de casos/muertes",0
s_384,"Por cierto, un inmigrante legal que paga sus impuestos pero con menos de 10 años tampoco tiene las mismas prestaciones, eso no es racismo y explotación? Y ya me aclarará lo del cierre de mezquitas y el KKK",1
s_1573,"En tu país mutilan niñas , se destrozan orejas , labios y cuellos , violais y casáis niñas con  viejos y vienes tu a hablar de tradiciones.  Subnormal.",1
s_2476,"La noticia de mayo baja el paro en octubre,curioso cuanto menos",0
s_1417,"Si no le gustan nuestras tradiciones, ya sabe usted dónde está la puerta.
P.D. llévese las mantas.",1
s_3630,"Necesitamos elecciones cuanto antes, se está convirtiendo en extrema necesidad.",0
s_3137,"Para que esta o existe proteccion de datos,@user mañana ire a tu medico y le preguntare por ti,pero me dira lo de protecio de datos...¿ no? PUES APLICATE EL CUENTO",0
s_1935,"No quiero el gobierno menos malo, quiero el mejor. Para eso tengo el gobierno más caro de la democracia, para que tenga los mejores resultados. Esta información sesgada que presenta la indigna ministra de desempleo solo convence a los panolis que le aplauden (i.e. tu)",0
s_1824,20 millones de ocupados en un país de 47 millones de habitantes. ¡Uau!,0
s_1618,No automedicarse... URL,0
s_3011,Como no se lo expliques con dibujo tos no creo que lo entienda.,0
s_969,"Que se vaya a tomar leche de cabra o de ca brón, lo que menos racista le parezca. ( La segunda es más espesa, pero se la puede inocular analmente también)",1
s_2665,Mi comentario va de regalo. URL,0
s_4053,"5.33 INMIGRACION
""Ahora en Mallorca.¿Hasta cuando?""
-
8 marroquíes se adueñan de un parque,abusan de una menor y su madre recibe una brutal paliza al evitarlo. No abrirá telediarios ni portadas de periódicos ni programas nacionales
 URL a través de @user",1
s_1736,"En la grabación de un aula de un centro educativo, se veía como varios alumnos gritaban y lanzaban papeles a la profesora, y tiraban y tumbaban las mesas y sillas, entre gritos y risas de burla.",0
s_4072,Los bulos fascistas tienen las patitas muy cortas. URL,0
s_3199,"Claro que sí Anton, qué injusto se es en este país con el pobre PSOE.",0
s_3203,"Checas no ya no hacen falta

solo con cortaros el grifo de la caradura se os acabó el rollo cuando no haya para cervecitas no dices gilipolleces

Cómo en Francia una caña seis pavos quieres una copa de alcohol de m***** 12

Esa es la checa que hay que daros",0
s_3251,Qué barbaridad. La ideología de genero era una fase más de este proceso mundial. El objetivo es acabar con nuestra civilization y nuestros valores. VOX será el pequeño pastor David que lucho contra Goliath.... Y LE VENCIO.,1
s_338,"Qué persona sensata quiere que le llenen el país de inmigrantes ilegales musulmanes, que le suban los impuestos para darle el dinero a estos y a los separatas, que Cataluña se independice, apoya el terrorismo de ETA, quiere la sanidad universal para los demás pero él a pagar...?",1
s_645,"Lo que yo no le desearía ni a mi peor enemigo es que tenga una sanidad privada como en EEUU, que no por ser privada dejan de haber listas de esperas interminables y encima depende del dinero que tengas te vale la pena curarte o morirte para no endeudar de por vida a tu familia.",0
s_2795,"Por ejemplo, en Barcdlona no hay terreno horizontal pero si mucho vertical, el ayuntamiento prohíbe la construcción de grandes rascacielos, con el suelo libre esto no ocurriría y los promotores podrían construir rascacielos, por lo que la oferta inmobiliaria aumentaría.",0
s_1236,"Éste impresentable ha VENIDO a destruir nuestro País.
Convertirlo en su País africano.
Por qué no se le destituye POLÍTICAMENTE...y se le deporta???",1
s_2942,"Realmente tienes una compresión lectora muy justita, ya que literalmente el objetivo del mensaje es expresar wur evidentemente ese no es el factor que ha echo descender el paro, porque no tendria sentido que ocurriera tras nueve años y con otro gobierno.",0
s_2348,"No , porque si pones todos los delitos , los extranjeros se difuminan y no podrías demostrar tu teoría de racista de mierda .",0
s_888,Estoy contra la ilegalidad. Me cuesta pagar impuestos para fomentar una ilegalidad. Hay que imponer una migración legal y hay que buscar otro método para combatir los reservorios.,0
s_1402,Racista? Baltasar representa a África... Racista el pelele este no soporta las tradiciones españolas ... No se qué pinta en España si no le gustan las tradiciones españolas y cristianas...,1
s_3325,Cuanto odio hay en esas líneas. Si fueses capaz de entender lo que estas provocando....,0
s_400,"Lo que te decía, populismo puro y duro.",0
s_3347,El 3 de diciembre le pregunté que opinaba de éste pacto y no contestó. Y ayer Pedro Sánchez agradeció que nadie de la oposición se opusiera al pacto global. Creo que antes de la firma podían haber hecho un poco de ruido...ahora es tarde,0
s_1089,"Si es musulman, no le gusta Jesús, ni nada q tenga q ver con el Cristianismo; anda y que lo zurzan, ignorante e intolerante, nada, ni nadie acabará con nuestras tradiciones",1
s_0,"El @user recuperará la ""sanidad universal"" y obligará a los españoles a pagar la sanidad a los inmigrantes ilegales URL",1
s_1528,El señor diputado se puede ir a la puñetera mierda y volverse a su país si no le gusta este.,1
s_2442,"Te dejas a tú querida dictadura colombiana. Parece que eso te gusta más. Vete para allí. Lo que no te aseguro es wuesslgas vivo, ya que allí directamente están matando a suciudadania. Pero como veo w te gusta, ya sabes, maletita y para Colombia",0
s_3587,Carota😣😡😣😡😣😡 URL,0
s_1595,"Donde estar mi barca , que la encuentre rápido ..",0
s_3242,"Pero la cosa va más allá. La inmigración de toda la vida ahora se llama migración, quizá para evocar el bello paso de las aves de una latitud a otra (pero olvidando que las aves siempre regresan a su lugar de origen). Pues bien, la migración pasa a ser un DERECHO HUMANO. Ojo",0
s_3042,"No me habéis rebatido NADA. Te acabo de desmentir lo que dices con datos.
Pero eres tan borrico q ni cuenta te das.
Necesitas que te haga dibujitos? Lo mismo así te enteras mejor.
🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂 URL",0
s_3178,Metemos en la cárcel al PP y al PSOE yo te apoyo,0
s_621,"Terapia antibiótica que luego no seguira por estar exento de sanidad,  y ahi se arma el lio.
Se montara en el metro y ira llevando esa bacteria resistente.
Asi que o los matamos antes de entrar o los tratamos si estan aqui.
El auge de este tipo de bacterias es mas caro de lo",0
s_3049,Obviando las mutuas subvencionadas... juas,0
s_907,¿Jesucristo tendría que haber sido mulato?😂😂😂😂😂,0
s_3518,"Vox abolira el pacto si votamos todos a santiago abascal, como tambien erradicara todo mal q nos estan perjudicando como españoles.",0
s_624,"Me puedes decir que diferencia en cuanto a pago de impuestos hay entre un parado-nini-desempleado espaÑol de pura cepa y un inmigrante ilegal (que además lo es porque no se le deja regularizarse, no porque no quiera)?",1
s_3393,Y mientras el Mar de Alborán es un continuo flujo ....y el gobierno central lo ignora?? Y donde estan los famosillos de Open Arms? Dando vueltas a Evole en el Astral por el mediterraneo...Atacando Europa y defendiendo el independentismo catalán....gentuza!,0
s_3096,xq tu lo dices? Se llama Plan de pensiones ocupacional. Es obligatorio y lo pagan las empresas PRIVADAS a sus empleados (complemento salarial). Y es una parte muchísimo mas grande que la pension publica que solo garantiza 900€ al mes. Para ser exactos es un 73% privado de medi,0
s_1216,Mbayé se puede ir a tomar por el culo,0
s_4098,"16.69 GOBIERNO FRANKESTEIN
""N°3 del Psoe y Mtro""
-
La mano derecha de @user está en prisión con las acusaciones de:
-Riesgo fuga
-Destrucción pruebas
-Mordidas
-Prevaricación
-Cohecho
-Falsedad documental
-Tráfico Influencias
-Asociación ilícita
-Grupo criminal
(@user )",0
s_4270,"y Lanzarote, el número de marroquíes ya es mayor que el de la  población autóctona. Es una estrategia marroquí que empieza a darle resultados: la toma 'pacífica'  de territorios  mediante su ocupación por las bravas. Igual que en el siglo VIII. Se entiende como 'toma pacífica'",1
s_894,"#URGENTE El Diputado de Podemos Serigne Mbayé pide ACABAR con los Reyes Magos por ser una TRADICIÓN ""Racista"".

""En un país democrático NO tiene cabida esa tradición"" URL",0
s_606,"Dijo inmigrantes ilegales pero la barbaridad no es quitarsela a los inmigrantes sino dejarsela a alguien, no le deseo ni a mi peor enemigo que se enferme y tenga que acudir a la sanidad publica",1
s_817,"Titular segado y engañoso. ""Esta crisis refuerza nuestra idea de q no puede haber una sanidad universal para todos xq los recursos del Estado son limitados. Hay q limitar o prohibir el acceso a la sanidad a la inmigración ilegal, salvo para necesidades urgentes y extremas""",0
s_2407,"Y muchos de los ""empleos"" son públicos, pagados a partir de nuestro dinero, y que no aumentan el desarrollo económico. Todo trampa.",0
s_555,Toledo nació en España.,0
s_549,No es incoherente! Ellos quieren ”desestructurados” para llevarlos a votarles y así seguir viviendo de la ”mamanduka” El turismo es trabajo y ellos a eso le tienen alergia!,0
s_2385,Nota para el retrasado mental...no existen los países capitalistas....se te acaba el discurso INEPTO..!!!,0
s_3992,"19.7 CATALUÑA

El juez de Mataró deja en libertad con cargos a los 6 magrebíes, detenidos por los Mossos ayer en Premià acusados ​​de intentar matar a un agente  que les recriminó que increparan una mujer el 9 de mayo.Le rompieron el cráneo y varias costillas.(@user 18/7)",1
s_1892,"Pues te equivocas, la democracia va de lo que hacemos entre todos, a parte por supuesto la de exigir a nuestros políticos, pero cuando decidimos pagar en negro, hacer contratos basura, etc, también estamos infuyendo con nuestras acciones.",0
s_892,Hay que pagar la sanidad de los inmigrantes ilegales.,1
s_2134,"Pues yo lo denunciaba, sabes dónde está la comisaria o te indico?",0
s_2029,"Eso debería explicarselo a Becky,.no al interpelado...",0
s_1311,Me va comer todo lo gordo,0
s_1309,"Tampoco falsificar productos y venderlos sin declarar esas ventas al fisco, Rey Mago.",0
s_2311,"Los erte son de Rajoy. El subir el smi cuando subes impuestos, asfixia al empresario . El salario vital llegó a 1/3 de los que prometió el gobierno. La ayuda al alquiler ya existía . Hay que crear empleos y menos ayudas y subir impuesto no ayuda.",0
s_2290,Ahora toca luchar por una reforma laboral que ponga por delante los derechos de la clase trabajadora que ha sido precarizada. Tremendo que un trabajador pueda estar caer en la pobreza.,0
s_3230,"De hecho y así muy genérico porque hay muchas tribus por lo visto el jefe indio no podía dar ninguna orden a nadie no tenía ese poder porque automáticamente dejaba de ser jefe.
Él solo no podía decidir ni ir a por bisontes no a la guerra.

Una maravilla sin móviles",0
s_1485,Merienda de negros,0
s_3673,"Pero el pacto no es vinculante.
Así que fum fum fum",0
s_1152,Ya tenía que venir este a meter más mierda. 😡,0
s_2386,"Pues esperate como cojan las riendas el Fracasado y el del Caballo, 😂😂😂😂😂",0
s_1042,"Y ete quien se cree que es? Para decir lo que debemos hacer en españa , a su puto pais",1
s_760,Y que dice su gobierno de eso que es quien se tiene que preocupar de sus ciudadanos?,0
s_3938,"¿Que barbaridades?, el vídeo no es en España pero es real, y los datos que da sobre agresores inmigrantes son oficiales, no actuales porque el gobierno no los da, pregúntate por qué.",0
s_2613,"Y todo eso con la reforma laboral DEL PP. El día que la deroguen y vuelva a subir, a ver qué argumento sostiene.",0
s_701,"Que lo que dicen es que todo aquel que no tenga convenio con su país pague, es decir los inmigrantes ilegales tendrían que pagar una sanidad cuando cuando ellos casi no pueden ni subsistir, generando con esta medida más contagios entre toda la población y más dinero al Estado",1
s_543,Y a potar en la calle,0
s_3853,Iniciamos campaña 'No estás sola' de ayuda a mujeres extranjeras víctimas de violencia género #stopviolenciamachista URL URL,0
s_807,"- Quitar el derecho a niños de una educación de igual con el pin parental
- Quitarles el derecho a una educación integra e igualitaria
- Apoyar las corridas

Y mira, más, pero esq no termino",0
s_981,"Acabo de perder el tiempo, leyendo esta mierda de noticia, no todo vale....",0
s_3160,"Y lo que es peor, todos los medios de comunicación afines al régimen franquista estarían como perros rabiosos, opinando negativamente sobre la izquierda",0
s_3892,"Para solicitar la Nacionalidad Española debes cumplir con la condición:
- Tener Residencia “legal, continuada e inmediatamente anterior a la solicitud” en España, muy importante, residencia que no es lo mismo que estancia. #AbogadaExtranjería #Nacionalidad
URL URL",0
s_2475,"Salir a hacer notar que el paro está en el 14,57%... mejor callar y seguir trabajando para que baje a un nivel por lo menos más adecuado ... digo yo",0
s_2336,Hablemos del liberalismo cuando se vota la eutanasia....,0
s_1839,"Entonces si lo que hay funciona, para qué queréis derogar la reforma laboral?",0
s_2909,Gracias a la reforma laboral del PP ya que dices todo solo también,0
s_4050,"5.30 INMIGRACION
"" A lo mejor, por eso, no llega
practicamente ninguna patera a Gibraltar.
---------------------
🇪🇸ya podíamos aprender :""Gibraltar expulsará a los tres marroquíes detenidos tras llegar en kayak""🇪🇸😡

 URL vía",1
s_2766,Yo veo claramente brotes verdes.,0
s_3099,"Lo peor de los necios, es que cusndo en algún momento se dan cuenta de su error, siguen en el camino porque no pueden superar su incapacidad de aprendizaje, y encima votan !!",0
s_670,"Ese hijo de puta merece la cárcel pero ya! Pero que tiene que ver con vox? No justifico su actitud contra los inmigrantes ilegales ni su patriotismo exagerado, pero ellos no hablan en contra de todos los inmigrantes, solo de los ilegales. Que está mal igual, pero...",1
s_3337,"Cuando lleguéis al Gobierno, una de las medidas que tocará tomar, será salir de dicho acuerdo. A ver en cuántas mas nos mete el pésimo @user Los Españoles decidiremos sobre cuestiones vitales para España, no una panda de burócratas a sueldo de oscuros intereses ... 👎",0
s_787,"¿Al CETI?... Tal como han entrado, que los saquen. ¿No se habían descriminalizado las entregas en caliente?
Y sino, tendremos que poner catapultas y devolverlos al otro lado.",1
s_639,A ver cómo te explico que me la suda que votes a vox,0
s_2540,Es de podemos. Los números no son su fuerte. No insista.,0
s_2170,"Datos de 2018 (fin de gobierno tras años de recuperación) vs. 2021 (media vida de gobierno tras un año de la pandemia)
Jóvenes: 33,5% vs. 39,8%
Mujeres: 17,3% vs. 17,2%
Paro global: 14,5% vs. 14,57%
A la calle por enfermedad vs. ERTE

Y si mejoran las condiciones laborales, mejor",0
s_1564,Cada día lo tengo más claro 🤦🏽‍♂️,0
s_4199,Pero que hacéis los canarios que no salía a la calle me cago en la hostia van ha conseguir todo lo que se propongan y lo vamos a permitir todo... Que han hecho de nosotros?  Que nos han anulado el pensamiento y nos han dividido,0
s_3279,"Ese pacto es una verdadera vergüenza.  No al pacto, no queremos inmigrantes ilegales. Que se los coman ellos.",1
s_3989,"2.1 EFICACIA.
""Q bien gestionan""
------------
Caos en el voto exterior:las sacas con votos para los gallegos de Venezuela no llegaron a salir de Barajas.  Con 1 escaño en juego por PO no hay sobres de Cuba y muy pocos de México o Argentina(@user 14/7)
 URL",0
s_181,Soros donara un poquín. Está que lo tira y para lo que le queda en el convento...,0
s_130,Y asi es como entrara la ultraderecha en el congreso de los diputados a semejanza del resto de europa. La cuestion es si es lo que realmente busca el PSOE,0
s_3085,Y hace 5 años cómo estábamos?,0
